飞翔的泪,豪华大床房,Oct-19,2019/10/5,很适合带孩子住，距离多个不是很远，打车基本半小小时内能到，自己开车此处也不堵车，酒店给小孩专门提供洗刷用品，送玩具，小孩玩的还高兴，真是体验不错！,积极,5,家庭亲子,https://dimg04.c-ctrip.com/images/230h190000015tx9eEB1A_W_640_640_Q50.jpg,,,,,,,,,,,,,,,
M25505****,商务套间,Oct-19,2019/10/6,早歺丰富，店里还有海鲜和自助烤肉2个餐厅，很方便，可以加床，有停车场，客房服务周到，每天都赠送有水果，酸奶，钥匙串，饮用水，小零食，见图，特别感谢客房服务员王福员细心周到的服务,积极,5,家庭亲子,https://dimg04.c-ctrip.com/images/230w1900000160hx0D2B1_W_640_640_Q50.jpg,,,,,,,,,,,,,,,
M347200****,豪华双床房,Oct-19,2019/10/7,酒店设施服务都不错，一楼大厅很大，楼下饭店很方便，位置不靠近市中心和景区，出酒店就是公交车，如果有足够的时间和耐心，在济南坐公交出行倒是很方便。,积极,4.8,商务出差,https://dimg04.c-ctrip.com/images/230w19000001612rzB239_W_640_640_Q50.jpg,,,,,,,,,,,,,,,
向日葵的秋天来了,豪华大床房,Dec-19,2019/12/5,入住的时候看到有会议提醒前台不要给我跟会议开一个楼层的房间结果11点多开始就楼道里面就开始折腾大声喧哗吵闹到一点多我才睡着，我不知道我提醒后前台还是这么安排是什么意思？就让会议人员折腾起来我给你们不好评价吗？,消极,3.8,商务出差,,,,,,,,,,,,,,,,
203171****,贵宾商务房,Nov-19,2019/12/5,济南市交通主干道经十路，具有“近高铁、近高速、近高架”三高的地理优势，酒店停车场可容纳300余车辆同时停放。门口即是高架桥出入口，约5分钟内即可到达山东国际会展中心,积极,5,代人预订,,,,,,,,,,,,,,,,
托多斯桑托斯阳光,商务大床房,Jan-20,2020/2/13,九点还不错，就是太热了，冬天房间热的不应，晚上睡觉让服务员送风扇，孩子和我差点中暑，附近吃的都没啥。,消极,4,家庭亲子,,,,,,,,,,,,,,,,
李小李晨,豪华大床房,Nov-19,2019/11/22,整体设施还可以，房间比较窄，退房时候前台服务及其不好，态度差，不搭理人，希望可以及时改正，不是你生意好就店大欺客的。也不问有没有车，不给停车券，出门还要缴停车费。真的服务急需提高,消极,3.8,代人预订,,,,,,,,,,,,,,,,
M12641****,贵宾商务房,Oct-19,2019/10/4,早餐很好，贵宾楼设施很棒，两张1.35米的床可以并在一起，两大一小睡着很好，乳胶枕也很舒适,中性,5,家庭亲子,https://dimg04.c-ctrip.com/images/230o190000015pony732F_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230t190000015qw3d834D_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/2303190000015skjfEB9F_W_640_640_Q50.jpg,,,,,,,,,,,,,
Hail Hydra,豪华双床房,Jun-19,2019/6/8,"首先来个整体评价：说实话感觉算不上五星级酒店，大概就是四星。不过也算是一分钱一分货吧。

服务：刚到酒店门口没有门童，连个开车门的也没有。办入住时前台效率并不高。但是客服很不错，晚上打电话说要送一双拖鞋不一会儿就送过来了。晚上也送了水果和酸奶零食，还可以。

卫生：感觉这被套枕套没换过，上面还有上一位客人留下的秀发，其他地方的卫生还行。

装修：装修感觉很老了，感觉很旧，除了感觉卫生间的墙还挺好看，其它都很一般很一般。 房间内晒不到阳光，因为外墙神奇的设计把阳光全挡到了，体验很差。

其它：第一次见到五星级酒店有用这种沐浴液洗发水的，一大瓶……感觉像三星级酒店和快捷酒店的操作。而且也是第一次见房间里面配了老花眼镜的。

周边环境一般，感觉啥也没有，门口的路还算宽敞好走，离西站较近。",消极,3.8,家庭亲子,https://dimg04.c-ctrip.com/images/230715000000y0dzbFB94_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230715000000y0dzcEBB5_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230v15000000xur3bBA4C_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230a15000000xl0xm24BB_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230b15000000xm3chD5A4_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230115000000xwmnqAABA_W_640_640_Q50.jpg,,,,,,,,,,
300379****,豪华大床房,Dec-19,2019/12/29,前台客服服务热情。楼层保洁大姐送了水果。房间干净，但房屋内结构不合理，办公桌椅旁没窗户，空气流通性不好。,消极,5,商务出差,,,,,,,,,,,,,,,,
161852****,豪华大床房,Nov-19,2019/11/13,非常完美的一次，酒店服务非常热情周到，近期住的酒店很多，像舜和这样热情服务的真的没有几个，非常非常满意，几句话难以概括，来体会下你就知道了。自助餐种类很多，而且补餐特别快，早餐丰盛，没想到舜和依然把顾客的体验放在首位，全5分,积极,5,其他,,,,,,,,,,,,,,,,
M13528****,豪华大床房,Nov-19,2019/12/15,非常好，服务很好没跑了哈哈下午觉还没出来吧友萝卜蜂莲花不少来四楼上楼下等你啊跟你说了什么鬼哦哦哦。你觉得我不在乎这些之前中了个,积极,5,商务出差,,,,,,,,,,,,,,,,
_CFT010000001525****,豪华双床房,Jul-19,2019/7/27,特别好的酒店。停车场也很大，确实不要饭点儿去停车。这个酒店接待会议，婚宴什么比较多。房间很大很干净的。给免费升级了儿童房，很开心。马桶超级震撼。我家老妈说也要买一个。。??,积极,5,家庭亲子,https://dimg04.c-ctrip.com/images/230716000001110o81FCB_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/2309160000010mqld6EA8_W_640_640_Q50.jpg,,,,,,,,,,,,,,
万达兴,豪华大床房,Oct-19,2019/10/31,位置好，下高架就到，早餐较丰盛。总感觉服务有点欠缺，具体又说不上来，好像服务人员不热情，不笑，比如前台老是板着脸。一楼大厅很大，找电梯不好找，服务态度有很大提升空间。,消极,4.8,独自旅行,,,,,,,,,,,,,,,,
_M1357588****,豪华大床房,Oct-19,2020/1/16,一下高速就到了舜和酒店，有个很大停车场，交通很便捷。进入酒店，前台服务员全程微笑服务，感觉很温馨。房间设施略陈旧，但卫生做得不错，床也很舒服。第二天的早餐很纳斯。,积极,4.8,商务出差,,,,,,,,,,,,,,,,
118818****,商务双床房,Oct-19,2020/1/27,酒店服务员很热情，我是临时入住的，那天很冷，很不巧我被安排在了走廊最里面那件，非常冷，我那天也有很严重的感冒。那天酒店的中央暖气也没有供暖，经过去前天联系，给我调整到了楼层中间的房间，服务员还热心的给我拿了电暖气和感冒冲剂，非常感动。谢谢。,消极,4,商务出差,,,,,,,,,,,,,,,,
320135****,豪华双床房,Oct-19,2020/1/15,在携程依据评分找到的这家酒店，服务态度确实不错，房间送的有果盘，还送的有小礼品，增加了住店乐趣。感觉没有被误导。缺点是周边环境不好，但这应该不是酒店问题。,消极,5,其他,,,,,,,,,,,,,,,,
charlysky,豪华大床房,Sep-19,2019/10/3,房间整洁，服务周到，服务员很热情。还有水果和小礼品赠送。,积极,5,商务出差,https://dimg04.c-ctrip.com/images/230jhk133wn1aiz284B9E_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230lhk124gjo4gfm85F9D_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230khk1150gaydw682CE8_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/230jhk124gjo4gnc1C161_W_640_640_Q50.jpg,,,,,,,,,,,,
1382180****,商务房,Aug-19,2019/8/4,我真的是老顾客了，都快集齐送的十二生肖钥匙链了～舜和是我住过的最喜欢的国内酒店，无论是硬件还是服务上，都特别好，每年住一次，期待明年再见！顺便说：表扬这位春香小姐姐！！,积极,5,家庭亲子,https://dimg04.c-ctrip.com/images/230a1700000110di0AB3C_W_640_640_Q50.jpg,,,,,,,,,,,,,,,
yql989,豪华大床房,Oct-19,2019/10/6,几年前住过多次，再次入住感觉依然很棒。舒适卫生整洁，换了记忆棉枕头，被子毛巾等用品依然一流品质，赠送的果盘酸奶小点心等物让人感觉很温馨。不足的地方是电视信号差，节目少，淋浴设备也该修修或者更换了，总之瑕不掩瑜，下次还会选择入住。,积极,4.8,独自旅行,,,,,,,,,,,,,,,,
_WeChat21913****,豪华双床房,Oct-19,2019/10/7,环境不错，服务也很好 ，尤其是赵姐一大早，就帮忙照顾小孩，赠送礼物，服务简直没的说，唯一不足的就是停车场车子很多，不好停车。非常推荐入住济南首选。,积极,5,商务出差,,,,,,,,,,,,,,,,
致远,商务房,Oct-19,2019/10/7,4号去济南玩，订的舜和国际，经十路这家，订的商务房，用携程积分升级到了贵宾商务房，面积大，房间很干净，房间里面设施也很不错，浴室和卫生间是分开的，还有浴缸，预定的时候要求务必准备婴儿床，酒店也给安排了，而且把房间也给布置了，小孩子喜欢的气球，床单也是卡通的，还给孩子准备了地垫，还有小桌子小凳子，还有一些拼插玩具，好棒啊，客房服务员，孔令峰大姐，还有实习生胡湫晗，服务都很好，给孩子准备了，孩子用的牙刷牙膏还有洗澡用的沐浴液洗头水，每天还有水果酸奶，还有挂件小礼物，很不错的服务，很帮的酒店，餐饮一楼有个巴西烤肉128一位，午餐好像是99，进去看了一圈说实话不怎么样，没吃，去酒店二楼吃的海鲜，价格偏贵，味道不错，服务也不错，不过还得加收10％的服务费，在北京没遇见过，酒店去景点，打车也就20分钟左右，很方便，十一期间，景点都没地方停车，把车停在停车场，去哪基本都是滴滴去的，很方便，贵宾楼在酒店后面。从前台走过去，还是有段距离的，不过贵宾楼那也有停车位，入住的时候可以把车停在贵宾楼门口，拉行李会方便一些，不过酒店也有服务员会帮忙拉行李，送去房间，很好，以后有机会去济南，还会选择入住。,消极,5,家庭亲子,,,,,,,,,,,,,,,,
卡布儿1,豪华双床房,Jul-19,2019/7/22,当天入住之后因为有急事出去办理，三个孩子交给了服务员，真的照顾的特别好，凌晨才回去，她帮我把三个孩子洗澡，哄睡，还把孩子的衣服都洗了，真心的感谢这个员工：范玮清,消极,5,家庭亲子,https://dimg04.c-ctrip.com/images/230c160000010dovd4316_W_640_640_Q50.jpg,,,,,,,,,,,,,,,
M224861****,豪华双床房,Oct-19,2019/10/6,酒店管理很正规，所有员工素质都很高，服务态度都非常好，绝对的五星好评，早餐也很丰盛，总之入住后各方面都非常满意，以后来济南还会继续入住。,中性,5,其他,,,,,,,,,,,,,,,,
M55823****,豪华双床房,Oct-19,2019/10/5,酒店环境非常好，停车方便，房间卫生，服务周到，每天都有小礼物，果盘赠送，还有温馨的提示语，让入住的宾客倍感亲切！！！下次还会光临的！,积极,5,独自旅行,,,,,,,,,,,,,,,,
M11212****,豪华双床房,Oct-19,2019/10/4,定了豪华双床房，线上担保整晚预留房间，欧乐堡游玩一天过去住已经20点了，房间是内窗，面积也小，问了前台，说是没有外窗的房间了，沟通下第二天更换了有外窗的房间，还有双人沙发，面积也大了不少，算是弥补了前一晚的不愉快，还主动崩赠了VR观影，积分兑换了第二天一人份的早餐，种类比较多，口味也算可以，位置好找，就在腊山立交旁边。表扬前台吕庚辰，温和有礼，态度诚恳，以后来省城还会考虑入住这里。,消极,4.8,家庭亲子,,,,,,,,,,,,,,,,
1385362****,豪华大床房,Oct-19,2019/10/5,酒店位于经十西路，离济南西客站非常近，交通便利，周边环境很好，停车场很大，服务周到细致，每晚都会送些水果和小点心，每次来济南都住在这。,积极,5,家庭亲子,,,,,,,,,,,,,,,,
M332202****,豪华双床房,Oct-19,2019/10/4,酒店也算时间较久的老酒店了   但服务品质一直保持的不错   性价比很高   值得推荐   当然房间里面装修可能略微不是那么时尚了   但干净服务到位就好   下次在济南   还继续过来,积极,5,家庭亲子,,,,,,,,,,,,,,,,
M261541****,豪华双床房,Oct-19,2019/10/3,带着80岁以上的3位老人回老家看看，根据点评，选中了口碑好，人气旺的舜和。我们全家一致感觉三个字：很满意！前台很热情讲效率；早餐好，种类很多；客房里有小礼物、迎宾水果、酸奶、小点心，一进房间就觉得很温馨…尤其要为6层客房的王福云点个赞，主动为老人们准备了防滑拖鞋、防滑垫，超有爱心??一次满意的旅行。,积极,5,家庭亲子,,,,,,,,,,,,,,,,
1381107****,商务房,Oct-19,2019/10/4,服务确实不错。因为喝茶要了几次瓶装水，送的很及时。看到我们用电脑，服务员小黄(抱歉没记住全名)留言为我们提供了鼠标垫。退房后不小心落了玩具在房间，一楼前台吕庚辰小姐专门陪同一起上楼去取。赞美热情和周到，店家记得给两个小姐姐加鸡腿：）,中性,4.5,情侣出游,,,,,,,,,,,,,,,,
1525321****,豪华大床房,Oct-19,2019/10/3,入住体验真的很棒，酒店位置好停车方便，最主要服务人员态度很好，而且客房超级贴心的给送了水果吃的和菊花茶，还有很可爱的小娃娃，哈哈！,积极,5,其他,,,,,,,,,,,,,,,,
_WeChat221930****,温馨亲子房,Oct-19,2019/10/11,"这家酒店真不错，尤其是亲子房，孩子超级喜欢，玩的很开心，还有水果及礼物
值得一提的是大厅小伙胡建敏，主动帮我们引路和运送行李至房间，在此谢谢他！",积极,5,家庭亲子,,,,,,,,,,,,,,,,
M357654****,豪华双床房,Sep-19,2019/10/5,"国庆期间和家人一起来济南旅游，一家4口入住，非常棒的入住体验
首先酒店位于经十西路，离济南西客站非常近，交通便利，离济南森林公园也只有两站路的距离，步行可去。
房间打扫很勤快，服务周到细致，房间卫生干净整洁，服务员非常细心帮助，省去我很多麻烦，而且每晚都会送些水果和小点心
另外，提名感谢一下4层管理员王新静王大姐，入住期间孩子生病，我手忙脚乱的时候，王大姐在我不知情的情况下主动提供了很多帮助，回到酒店看到留下的几个留言条，真的很感动，让我倍感亲切！！！我把纸条照了照片安利了朋友，下次还会光临的！
",积极,5,家庭亲子,,,,,,,,,,,,,,,,
300491****,温馨亲子房,Sep-19,2019/10/1,每次路过济南时会住这个酒店休息一下，服务态度一直不错，就是不好停车，很大的停车场，但是一有婚宴和会议根本停不下车，就餐来说，感觉不如以前住的那两次，早餐种类不多，晚餐自助更是没什么可吃的，个人感觉吧,消极,5,家庭亲子,,,,,,,,,,,,,,,,
一路狂奔,豪华双床房,Jul-19,2019/7/19,首先非常感谢客房服务员于春香，你的服务让我很感动。这个酒店是我这次暑假带孩子出来旅游住的最舒心的，酒店外表华丽大气，客房干净，整洁，设施很齐全，服务很贴心，离景点吃饭的很近，下次一定还会选择住这里。,积极,5,家庭亲子,https://dimg04.c-ctrip.com/images/230l1600000107lnnB62D_W_640_640_Q50.jpg,,,,,,,,,,,,,,,
2953****,豪华双床房,Jul-19,2019/7/18,"早餐品种多、味道好，价格实惠。酒店二楼的餐厅有最地道的山东美食，特别是鲅鱼饺子、清蒸海参鱼、海鲜疙瘩汤、济南熏烤猪蹄都是一级棒！希望大家一饱口福！
酒店有免费停车场，酒店位置在经十路位置还可以，交通方便。",积极,5,商务出差,https://dimg04.c-ctrip.com/images/230d1600000104pok2B66_W_640_640_Q50.jpg,,,,,,,,,,,,,,,
170207****,商务套间,Sep-19,2019/9/26,早餐很好的??非常丰富，中餐、西餐、水果奶香、山东特色小吃等等保证让你吃的好、吃的香；人员服务周到细致入微，每天送礼物和各种水果 ，赵翠今天给我的礼物让人感动??！,积极,5,商务出差,,,,,,,,,,,,,,,,
M8838****,豪华大床房,Nov-19,2019/11/8,很好的入住体验，吕姓和周姓服务员热情周到，赞,积极,5,朋友出游,https://dimg04.c-ctrip.com/images/230n1a0000018n5vlC391_W_640_640_Q50.jpg,https://dimg04.c-ctrip.com/images/23021a0000018v6k1D41D_W_640_640_Q50.jpg,,,,,,,,,,,,,,
_WeChat52778****,豪华双床房,Oct-19,2020/1/17,各方面都还不错，早餐也可以，服务很好，带小朋友一起去的，送了好几样小礼物，孩子很高兴，好的服务可以弥补很多不足，其它酒店该学习学习了,积极,5,家庭亲子,,,,,,,,,,,,,,,,
